system,bt,prefix,rps,slo,ttft_mean_ms,ttft_p99_ms,success,failed
afd_dp3_tp8_ep8,65536,0.5,12.0,100.0,1231.0765764053378,3260.9931162372227,875,0
afd_dp3_tp8_ep8,65536,0.75,12.0,100.0,601.9393916656928,1919.668524414301,875,0
afd_dp3_tp8_ep8,65536,0.9,12.0,100.0,472.4272542478783,1442.0990463439375,875,0
afd_dp3_tp8_ep8,65536,0.95,12.0,100.0,448.40899515205194,1343.873578691855,875,0
afd_dp3_tp8_ep8,65536,0.99,12.0,100.0,346.46046211783374,1367.0358927641064,875,0
afd_dp3_tp8_ep8,65536,0.0,4.0,100.0,465.9815182733749,1403.4389799181372,875,0
afd_dp3_tp8_ep8,65536,0.25,4.0,100.0,393.96527728810906,1236.5128087345508,875,0
afd_dp3_tp8_ep8,65536,0.5,4.0,100.0,340.1771540263934,982.9574443213638,875,0
afd_dp3_tp8_ep8,65536,0.75,4.0,100.0,280.7396949008107,868.4408502746373,875,0
afd_dp3_tp8_ep8,65536,0.9,4.0,100.0,254.2477666368442,855.5813384149224,875,0
afd_dp3_tp8_ep8,65536,0.95,4.0,100.0,250.57973472986902,859.6145612560213,875,0
afd_dp3_tp8_ep8,65536,0.99,4.0,100.0,236.451382695032,852.1446063462645,875,0
afd_dp3_tp8_ep8,65536,0.0,6.0,100.0,579.6938306928745,1709.6536450460553,875,0
afd_dp3_tp8_ep8,65536,0.25,6.0,100.0,499.5384978460414,1506.6606418881565,875,0
afd_dp3_tp8_ep8,65536,0.5,6.0,100.0,406.3789208148207,1227.4884698167443,875,0
afd_dp3_tp8_ep8,65536,0.75,6.0,100.0,325.54046608454416,879.8500049486755,875,0
afd_dp3_tp8_ep8,65536,0.9,6.0,100.0,295.9372594244778,866.255742283538,875,0
afd_dp3_tp8_ep8,65536,0.95,6.0,100.0,281.09801352822353,879.3100954405962,875,0
afd_dp3_tp8_ep8,65536,0.99,6.0,100.0,262.3647915609181,866.6077634971589,875,0
afd_dp3_tp8_ep8,65536,0.0,8.0,100.0,975.1320107052369,2831.1738939397032,875,0
afd_dp3_tp8_ep8,65536,0.25,8.0,100.0,689.5200513899326,2019.4731677416712,875,0
afd_dp3_tp8_ep8,65536,0.5,8.0,100.0,515.4711917228997,1630.9222746267912,875,0
afd_dp3_tp8_ep8,65536,0.75,8.0,100.0,389.40725068854437,1246.500889426097,875,0
afd_dp3_tp8_ep8,65536,0.9,8.0,100.0,331.68568923377563,951.0029197670517,875,0
afd_dp3_tp8_ep8,65536,0.95,8.0,100.0,326.112993458552,954.8647805582731,875,0
afd_dp3_tp8_ep8,65536,0.99,8.0,100.0,255.739794491125,927.8478462900966,875,0
afd_dp3_tp8_ep8,8192,0.0,10.0,43.4,12349.6908324132,25635.00101758167,875,0
afd_dp3_tp8_ep8,8192,0.25,10.0,88.2,6038.603941926999,12825.572621226309,875,0
afd_dp3_tp8_ep8,8192,0.5,10.0,100.0,1210.9833223500423,2592.722290027886,875,0
afd_dp3_tp8_ep8,8192,0.75,10.0,100.0,616.0920231794672,1583.3796726725996,875,0
afd_dp3_tp8_ep8,8192,0.9,10.0,100.0,383.4141035388623,1469.4886170141394,875,0
afd_dp3_tp8_ep8,8192,0.95,10.0,100.0,332.9961685346706,1054.0592199284583,875,0
afd_dp3_tp8_ep8,8192,0.99,10.0,100.0,136.5619719299887,590.9381379932164,875,0
afd_dp3_tp8_ep8,8192,0.0,12.0,25.3,18395.43429434672,39124.80512886308,875,0
afd_dp3_tp8_ep8,8192,0.25,12.0,40.2,12810.995306377965,26477.046581432223,875,0
afd_dp3_tp8_ep8,8192,0.5,12.0,85.3,6110.261859610145,14062.907434571534,875,0
afd_dp3_tp8_ep8,8192,0.75,12.0,100.0,1046.1476833921458,2381.4674495067447,875,0
afd_dp3_tp8_ep8,8192,0.9,12.0,100.0,601.6751054935157,1706.602256465703,875,0
afd_dp3_tp8_ep8,8192,0.95,12.0,100.0,378.1828086014305,1295.1815311610699,875,0
afd_dp3_tp8_ep8,8192,0.99,12.0,100.0,142.68763143037046,620.6790424697101,875,0
afd_dp3_tp8_ep8,8192,0.0,4.0,100.0,596.5407161127243,1925.7803694345039,875,0
afd_dp3_tp8_ep8,8192,0.25,4.0,100.0,484.16258439687743,1305.415001604706,875,0
afd_dp3_tp8_ep8,8192,0.5,4.0,100.0,405.99173264205456,1176.3900176528837,875,0
afd_dp3_tp8_ep8,8192,0.75,4.0,100.0,337.2423237950674,1027.0489344839007,875,0
afd_dp3_tp8_ep8,8192,0.9,4.0,100.0,297.8195968137256,1002.2863464150578,875,0
afd_dp3_tp8_ep8,8192,0.95,4.0,100.0,293.5758068556232,982.2812272422015,875,0
afd_dp3_tp8_ep8,8192,0.99,4.0,100.0,279.7550789123135,994.7370144445449,875,0
afd_dp3_tp8_ep8,8192,0.0,6.0,100.0,849.0915432950216,2316.8068034760654,875,0
afd_dp3_tp8_ep8,8192,0.25,6.0,100.0,647.7108671611974,1734.4879306666553,875,0
afd_dp3_tp8_ep8,8192,0.5,6.0,100.0,507.0976239905826,1450.4049950744954,875,0
afd_dp3_tp8_ep8,8192,0.75,6.0,100.0,397.6951447970101,1127.7848727907985,875,0
afd_dp3_tp8_ep8,8192,0.9,6.0,100.0,299.1800383552909,1021.3609023671597,875,0
afd_dp3_tp8_ep8,8192,0.95,6.0,100.0,232.90136035744632,982.0631978381425,875,0
afd_dp3_tp8_ep8,8192,0.99,6.0,100.0,155.52269556426577,884.6102409530429,875,0
afd_dp3_tp8_ep8,8192,0.0,8.0,100.0,2902.961748925171,7825.419329218566,875,0
afd_dp3_tp8_ep8,8192,0.25,8.0,100.0,1146.6494952211422,3262.5383021682496,875,0
afd_dp3_tp8_ep8,8192,0.5,8.0,100.0,689.0808284910662,1896.1238028481603,875,0
afd_dp3_tp8_ep8,8192,0.75,8.0,100.0,479.86919527979836,1217.7401334699243,875,0
afd_dp3_tp8_ep8,8192,0.9,8.0,100.0,372.4630079311984,1206.5976830758145,875,0
afd_dp3_tp8_ep8,8192,0.95,8.0,100.0,266.54422388491884,1007.7110563684255,875,0
afd_dp3_tp8_ep8,8192,0.99,8.0,100.0,180.47881513674344,873.634556941688,875,0
